rank,gene_id,tcga_train_n,tcga_train_events,tcga_cox_z,tcga_cox_p,cptac_train_n,cptac_train_events,cptac_cox_z,cptac_cox_p,meta_cox_z,meta_cox_p,direction
47,ENSG00000140368.13,91,50,-2.7309657646755485,0.006314903116721796,87,70,-2.916802618123957,0.003536394854761432,-3.993575322048511,6.508439047683448e-05,higher_expr_lower_risk
48,ENSG00000126787.13,91,50,4.009294310162768,6.0900474733485693e-05,87,70,1.6382811276304292,0.10136306268885933,3.9934388893261543,6.512186817546762e-05,higher_expr_higher_risk
49,ENSG00000078140.14,91,50,2.6401496618527087,0.008286942259480725,87,70,3.0000286621332988,0.0026995420217225596,3.988208339991882,6.657418586651222e-05,higher_expr_higher_risk
50,ENSG00000095002.15,91,50,3.348668295943247,0.0008120094772719148,87,70,2.289768866137088,0.02203471886841171,3.986977152601237,6.692046709820349e-05,higher_expr_higher_risk
51,ENSG00000056558.11,91,50,-2.879751015412779,0.003979893391370176,87,70,-2.7484168073769304,0.005988382952007919,-3.9797156331505303,6.899775145881904e-05,higher_expr_lower_risk
52,ENSG00000198146.4,91,50,2.1035884097972817,0.035414365845967584,87,70,3.521945025261083,0.0004283929705355142,3.977852839721422,6.95403862698989e-05,higher_expr_higher_risk
53,ENSG00000198554.12,91,50,2.735285096915151,0.006232626868855058,87,70,2.884118989092633,0.003925104127053237,3.973518735443497,7.081858486265184e-05,higher_expr_higher_risk
54,ENSG00000213088.12,91,50,-2.412510517378933,0.015843080342597807,87,70,-3.1923338185462136,0.0014112812693714287,-3.963223437427683,7.394451475867424e-05,higher_expr_lower_risk
55,ENSG00000189319.14,91,50,-3.0193081528431254,0.0025335269409794605,87,70,-2.581064082152946,0.009849629649630674,-3.9600611845345823,7.4930562864538e-05,higher_expr_lower_risk
56,ENSG00000164024.12,91,50,2.9110881383521265,0.0036017240186052226,87,70,2.6878913954312282,0.007190477900003295,3.9590763960629047,7.52401683580481e-05,higher_expr_higher_risk
57,ENSG00000268223.6,91,50,1.7306909811296647,0.08350689468190473,87,70,3.8677727423977,0.0001098339512419648,3.958711663133088,7.535514263509628e-05,higher_expr_higher_risk
