rank,gene_id,train_variance
542,ENSG00000125398.8,1.7532549402087596
543,ENSG00000124126.14,1.7500228317300817
544,ENSG00000118523.6,1.7480459753902202
545,ENSG00000179388.9,1.7476889507355746
546,ENSG00000102554.14,1.7437844758884398
547,ENSG00000100170.10,1.7434931904924404
548,ENSG00000198682.13,1.741914124946103
549,ENSG00000103485.19,1.7401585676487639
550,ENSG00000038427.16,1.738716440624935
551,ENSG00000106624.11,1.735835046951345
552,ENSG00000112996.11,1.7339293010668893
553,ENSG00000096696.14,1.7323914982974922
554,ENSG00000144452.15,1.7314487482750744
555,ENSG00000197172.10,1.7312939346607594
556,ENSG00000147889.18,1.7309952130406572
557,ENSG00000088882.8,1.7288731273534852
558,ENSG00000064205.10,1.728500105497187
559,ENSG00000124171.9,1.7279152008602907
560,ENSG00000188783.6,1.7269338378843302
561,ENSG00000244734.4,1.7255008247174546
562,ENSG00000121039.10,1.7252401357563742
563,ENSG00000112936.19,1.7236959832462406
564,ENSG00000175264.8,1.7209150744418273
565,ENSG00000087245.13,1.7208738423446932
566,ENSG00000223573.7,1.7175981085879894
567,ENSG00000075223.14,1.7166722729263184
568,ENSG00000178568.15,1.715087952784022
569,ENSG00000141738.14,1.714782901757048
570,ENSG00000230873.9,1.7138496382649127
571,ENSG00000130005.13,1.7088488041962864
572,ENSG00000019102.12,1.7085871642419508
573,ENSG00000071967.12,1.7063715365959278
574,ENSG00000170577.8,1.7053716272191926
575,ENSG00000158373.8,1.7047323803393886
576,ENSG00000185133.14,1.7025796604469794
577,ENSG00000109610.6,1.7024197474150986
578,ENSG00000012171.20,1.701972576027256
579,ENSG00000100453.13,1.699967666560058
580,ENSG00000135114.12,1.699175689734074
581,ENSG00000117399.14,1.6982555410811413
582,ENSG00000104140.7,1.6978262071610877
583,ENSG00000197956.10,1.692995846373829
584,ENSG00000127129.10,1.6927423180493464
585,ENSG00000170017.12,1.6916426555880408
586,ENSG00000112562.19,1.690507288353763
587,ENSG00000103260.9,1.6888454574013272
588,ENSG00000129151.9,1.6861726865158497
589,ENSG00000134321.12,1.6852145129156832
590,ENSG00000256870.3,1.6813576946958881
591,ENSG00000163359.16,1.6808131219245626
592,ENSG00000183044.12,1.6786181879308604
593,ENSG00000153714.6,1.6773897719425876
594,ENSG00000188643.11,1.6771838189795185
595,ENSG00000127585.12,1.6770024931130298
596,ENSG00000163520.14,1.6749487044520783
597,ENSG00000164308.17,1.674579619915893
598,ENSG00000132821.12,1.673663911354253
599,ENSG00000021300.14,1.673435559117387
600,ENSG00000117228.10,1.6732245616167305
601,ENSG00000143502.15,1.6703260464454701
602,ENSG00000134755.17,1.666369560791704
603,ENSG00000074370.18,1.665203835274102
604,ENSG00000170369.4,1.6649766772115917
605,ENSG00000187244.12,1.6629738732718429
606,ENSG00000130635.16,1.662647407321186
607,ENSG00000123358.20,1.6622556862643068
608,ENSG00000178935.5,1.66128461265987
609,ENSG00000134363.12,1.659559980446361
610,ENSG00000246705.4,1.659247347400313
611,ENSG00000162998.5,1.6591575930201279
612,ENSG00000198732.11,1.6576125132345827
613,ENSG00000181085.15,1.6575868298020875
614,ENSG00000173894.11,1.6556373520917471
615,ENSG00000183888.4,1.6539503640631898
616,ENSG00000166670.10,1.6522141251663773
617,ENSG00000129437.11,1.6520726725944261
618,ENSG00000182379.10,1.6502980111272985
619,ENSG00000156968.9,1.6500359280380243
620,ENSG00000169583.13,1.6485311467432358
621,ENSG00000126803.9,1.6461642499587903
622,ENSG00000196917.6,1.6457802005722908
