rank,gene_id
904,ENSG00000229453.2
905,ENSG00000147383.11
906,ENSG00000163867.17
907,ENSG00000115295.20
908,ENSG00000104980.8
909,ENSG00000167508.12
910,ENSG00000150628.7
911,ENSG00000103245.14
912,ENSG00000237110.2
913,ENSG00000166133.18
914,ENSG00000148288.13
915,ENSG00000147118.12
916,ENSG00000182606.17
917,ENSG00000119559.17
918,ENSG00000266202.1
919,ENSG00000018510.17
920,ENSG00000173401.10
921,ENSG00000158106.14
922,ENSG00000144591.19
923,ENSG00000117010.17
924,ENSG00000139737.22
925,ENSG00000178460.18
926,ENSG00000253251.3
927,ENSG00000077264.15
928,ENSG00000179941.9
929,ENSG00000128951.14
930,ENSG00000127831.11
931,ENSG00000125538.12
932,ENSG00000172382.10
933,ENSG00000188596.11
934,ENSG00000153162.9
935,ENSG00000106263.18
936,ENSG00000204519.11
937,ENSG00000186787.9
938,ENSG00000133704.10
939,ENSG00000198081.11
940,ENSG00000188917.15
941,ENSG00000111731.12
942,ENSG00000232119.8
943,ENSG00000186472.20
944,ENSG00000227877.7
945,ENSG00000163319.11
946,ENSG00000115524.17
947,ENSG00000167977.9
948,ENSG00000256294.8
949,ENSG00000156011.17
950,ENSG00000099860.9
951,ENSG00000180871.8
952,ENSG00000177464.5
953,ENSG00000131067.17
954,ENSG00000099308.10
955,ENSG00000132613.15
956,ENSG00000241258.7
957,ENSG00000175274.19
958,ENSG00000146701.12
959,ENSG00000149289.11
960,ENSG00000170264.13
961,ENSG00000185838.14
962,ENSG00000126453.9
963,ENSG00000167693.17
964,ENSG00000165046.13
965,ENSG00000128645.15
966,ENSG00000119397.17
967,ENSG00000196781.16
968,ENSG00000105355.9
969,ENSG00000128965.13
970,ENSG00000118620.13
971,ENSG00000198453.13
972,ENSG00000135968.21
973,ENSG00000106153.13
974,ENSG00000142156.15
975,ENSG00000147676.14
976,ENSG00000177932.7
977,ENSG00000181781.9
978,ENSG00000179115.11
979,ENSG00000121406.9
980,ENSG00000188064.10
981,ENSG00000125877.13
982,ENSG00000110422.12
983,ENSG00000060749.16
984,ENSG00000164535.15
985,ENSG00000095564.14
986,ENSG00000170537.13
987,ENSG00000184007.22
988,ENSG00000149792.9
989,ENSG00000197272.2
990,ENSG00000213465.8
991,ENSG00000153832.12
992,ENSG00000198805.12
993,ENSG00000163947.12
994,ENSG00000177239.15
995,ENSG00000174485.16
996,ENSG00000132906.18
997,ENSG00000278619.5
998,ENSG00000138190.17
999,ENSG00000011405.13
1000,ENSG00000146463.12
1001,ENSG00000175221.15
1002,ENSG00000188269.10
1003,ENSG00000204644.10
1004,ENSG00000181788.4
1005,ENSG00000113732.9
1006,ENSG00000154305.18
1007,ENSG00000135045.7
1008,ENSG00000109208.5
1009,ENSG00000158864.13
1010,ENSG00000158716.9
1011,ENSG00000126233.2
1012,ENSG00000127948.16
1013,ENSG00000154518.10
1014,ENSG00000204574.14
1015,ENSG00000162783.11
1016,ENSG00000181481.14
1017,ENSG00000197808.12
1018,ENSG00000175105.8
1019,ENSG00000117586.11
1020,ENSG00000108828.16
1021,ENSG00000139826.6
1022,ENSG00000152133.16
1023,ENSG00000130545.16
1024,ENSG00000135365.16
1025,ENSG00000134996.12
1026,ENSG00000153786.13
1027,ENSG00000078674.18
1028,ENSG00000139746.16
1029,ENSG00000171435.14
1030,ENSG00000132953.16
1031,ENSG00000167554.15
1032,ENSG00000160678.12
1033,ENSG00000167535.8
1034,ENSG00000138316.11
1035,ENSG00000072518.21
1036,ENSG00000130856.17
1037,ENSG00000106211.10
1038,ENSG00000026652.15
1039,ENSG00000172757.13
1040,ENSG00000140873.16
1041,ENSG00000117155.17
1042,ENSG00000186448.15
1043,ENSG00000139163.16
1044,ENSG00000152601.17
1045,ENSG00000198162.12
1046,ENSG00000167081.18
